Route,Departing Port,Arriving Port,Airline,Month,Sectors Scheduled,Sectors Flown,Cancellations,Departures On Time,Arrivals On Time,Departures Delayed,Arrivals Delayed,"OnTime Departures 
(%)","OnTime Arrivals 
(%)","Cancellations 

(%)"
Perth-Newman,Perth,Newman,Qantas,Nov-23, 16, 16, 0, 15, 15, 1, 1,93.8,93.8,0.0
Perth-Sydney,Perth,Sydney,Qantas,Nov-23, 198, 197, 1, 118, 86, 79, 111,59.9,43.7,0.5
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,Qantas,Nov-23, 29, 29, 0, 10, 13, 19, 16,34.5,44.8,0.0
Sunshine Coast-Sydney,Sunshine Coast,Sydney,Qantas,Nov-23, 56, 56, 0, 35, 38, 21, 18,62.5,67.9,0.0
Sydney-Adelaide,Sydney,Adelaide,Qantas,Nov-23, 237, 233, 4, 147, 150, 86, 83,63.1,64.4,1.7
Sydney-Brisbane,Sydney,Brisbane,Qantas,Nov-23, 544, 520, 24, 308, 295, 212, 225,59.2,56.7,4.4
Sydney-Cairns,Sydney,Cairns,Qantas,Nov-23, 56, 56, 0, 25, 28, 31, 28,44.6,50.0,0.0
Sydney-Gold Coast,Sydney,Gold Coast,Qantas,Nov-23, 85, 85, 0, 53, 59, 32, 26,62.4,69.4,0.0
Sydney-Hamilton Island,Sydney,Hamilton Island,Qantas,Nov-23, 30, 30, 0, 19, 14, 11, 16,63.3,46.7,0.0
Sydney-Hobart,Sydney,Hobart,Qantas,Nov-23, 8, 8, 0, 6, 8, 2, 0,75.0,100.0,0.0
Sydney-Melbourne,Sydney,Melbourne,Qantas,Nov-23, 939, 861, 78, 490, 519, 371, 342,56.9,60.3,8.3
Sydney-Perth,Sydney,Perth,Qantas,Nov-23, 201, 200, 1, 83, 109, 117, 91,41.5,54.5,0.5
Sydney-Sunshine Coast,Sydney,Sunshine Coast,Qantas,Nov-23, 56, 56, 0, 28, 28, 28, 28,50.0,50.0,0.0
Townsville-Brisbane,Townsville,Brisbane,Qantas,Nov-23, 60, 60, 0, 44, 45, 16, 15,73.3,75.0,0.0
Canberra-Sydney,Canberra,Sydney,Qantas,Nov-23, 16, 16, 0, 16, 16, 0, 0,100.0,100.0,0.0
Canberra-Melbourne,Canberra,Melbourne,Qantas,Nov-23, 4, 4, 0, 2, 1, 2, 3,50.0,25.0,0.0
Melbourne-Canberra,Melbourne,Canberra,Qantas,Nov-23, 6, 6, 0, 3, 3, 3, 3,50.0,50.0,0.0
Sydney-Canberra,Sydney,Canberra,Qantas,Nov-23, 16, 16, 0, 16, 16, 0, 0,100.0,100.0,0.0
All Ports-All Ports,All Ports,All Ports,Qantas,Nov-23,7 820,7 564, 256,4 832,4 727,2 732,2 837,63.9,62.5,3.3
Darwin-Melbourne,Darwin,Melbourne,QantasLink,Nov-23, 30, 30, 0, 14, 8, 16, 22,46.7,26.7,0.0
Melbourne-Darwin,Melbourne,Darwin,QantasLink,Nov-23, 30, 30, 0, 5, 1, 25, 29,16.7,3.3,0.0
Gold Coast-Sydney,Gold Coast,Sydney,QantasLink,Nov-23, 32, 30, 2, 19, 19, 11, 11,63.3,63.3,6.3
Sydney-Gold Coast,Sydney,Gold Coast,QantasLink,Nov-23, 32, 30, 2, 24, 23, 6, 7,80.0,76.7,6.3
Adelaide-Alice Springs,Adelaide,Alice Springs,QantasLink,Nov-23, 43, 43, 0, 33, 32, 10, 11,76.7,74.4,0.0
Adelaide-Brisbane,Adelaide,Brisbane,QantasLink,Nov-23, 176, 173, 3, 124, 114, 49, 59,71.7,65.9,1.7
Adelaide-Canberra,Adelaide,Canberra,QantasLink,Nov-23, 99, 99, 0, 79, 80, 20, 19,79.8,80.8,0.0
Adelaide-Melbourne,Adelaide,Melbourne,QantasLink,Nov-23, 13, 11, 2, 9, 9, 2, 2,81.8,81.8,15.4
Adelaide-Port Lincoln,Adelaide,Port Lincoln,QantasLink,Nov-23, 124, 121, 3, 113, 117, 8, 4,93.4,96.7,2.4
Albury-Sydney,Albury,Sydney,QantasLink,Nov-23, 104, 101, 3, 69, 69, 32, 32,68.3,68.3,2.9
Alice Springs-Adelaide,Alice Springs,Adelaide,QantasLink,Nov-23, 43, 43, 0, 28, 24, 15, 19,65.1,55.8,0.0
Ballina-Sydney,Ballina,Sydney,QantasLink,Nov-23, 53, 51, 2, 33, 30, 18, 21,64.7,58.8,3.8
Brisbane-Adelaide,Brisbane,Adelaide,QantasLink,Nov-23, 176, 172, 4, 112, 113, 60, 59,65.1,65.7,2.3
Brisbane-Cairns,Brisbane,Cairns,QantasLink,Nov-23, 66, 64, 2, 40, 35, 24, 29,62.5,54.7,3.0
Brisbane-Canberra,Brisbane,Canberra,QantasLink,Nov-23, 159, 158, 1, 122, 126, 36, 32,77.2,79.7,0.6
Brisbane-Emerald,Brisbane,Emerald,QantasLink,Nov-23, 125, 121, 4, 95, 96, 26, 25,78.5,79.3,3.2
Brisbane-Gladstone,Brisbane,Gladstone,QantasLink,Nov-23, 138, 125, 13, 83, 85, 42, 40,66.4,68.0,9.4
Brisbane-Hobart,Brisbane,Hobart,QantasLink,Nov-23, 26, 25, 1, 19, 16, 6, 9,76.0,64.0,3.8
Brisbane-Mackay,Brisbane,Mackay,QantasLink,Nov-23, 126, 126, 0, 68, 64, 58, 62,54.0,50.8,0.0
Brisbane-Newcastle,Brisbane,Newcastle,QantasLink,Nov-23, 113, 104, 9, 77, 72, 27, 32,74.0,69.2,8.0
Brisbane-Proserpine,Brisbane,Proserpine,QantasLink,Nov-23, 21, 21, 0, 19, 20, 2, 1,90.5,95.2,0.0
Brisbane-Rockhampton,Brisbane,Rockhampton,QantasLink,Nov-23, 194, 185, 9, 134, 140, 51, 45,72.4,75.7,4.6
Brisbane-Townsville,Brisbane,Townsville,QantasLink,Nov-23, 86, 83, 3, 57, 51, 26, 32,68.7,61.4,3.5
Broome-Perth,Broome,Perth,QantasLink,Nov-23, 83, 80, 3, 59, 55, 21, 25,73.8,68.8,3.6
Cairns-Brisbane,Cairns,Brisbane,QantasLink,Nov-23, 66, 64, 2, 30, 26, 34, 38,46.9,40.6,3.0
Cairns-Townsville,Cairns,Townsville,QantasLink,Nov-23, 142, 133, 9, 108, 106, 25, 27,81.2,79.7,6.3
Canberra-Adelaide,Canberra,Adelaide,QantasLink,Nov-23, 99, 97, 2, 76, 75, 21, 22,78.4,77.3,2.0
Canberra-Brisbane,Canberra,Brisbane,QantasLink,Nov-23, 159, 158, 1, 123, 117, 35, 41,77.8,74.1,0.6
Canberra-Melbourne,Canberra,Melbourne,QantasLink,Nov-23, 250, 244, 6, 150, 151, 94, 93,61.5,61.9,2.4
Canberra-Sydney,Canberra,Sydney,QantasLink,Nov-23, 403, 387, 16, 234, 218, 153, 169,60.5,56.3,4.0
Coffs Harbour-Sydney,Coffs Harbour,Sydney,QantasLink,Nov-23, 107, 104, 3, 69, 66, 35, 38,66.3,63.5,2.8
Darwin-Perth,Darwin,Perth,QantasLink,Nov-23, 30, 29, 1, 12, 14, 17, 15,41.4,48.3,3.3
Devonport-Melbourne,Devonport,Melbourne,QantasLink,Nov-23, 115, 115, 0, 86, 74, 29, 41,74.8,64.3,0.0
Dubbo-Sydney,Dubbo,Sydney,QantasLink,Nov-23, 112, 111, 1, 85, 82, 26, 29,76.6,73.9,0.9
Emerald-Brisbane,Emerald,Brisbane,QantasLink,Nov-23, 125, 121, 4, 93, 92, 28, 29,76.9,76.0,3.2
Gladstone-Brisbane,Gladstone,Brisbane,QantasLink,Nov-23, 137, 124, 13, 88, 83, 36, 41,71.0,66.9,9.5
Hobart-Brisbane,Hobart,Brisbane,QantasLink,Nov-23, 26, 25, 1, 13, 12, 12, 13,52.0,48.0,3.8
Hobart-Melbourne,Hobart,Melbourne,QantasLink,Nov-23, 56, 56, 0, 30, 24, 26, 32,53.6,42.9,0.0
Hobart-Sydney,Hobart,Sydney,QantasLink,Nov-23, 74, 72, 2, 48, 40, 24, 32,66.7,55.6,2.7
Kalgoorlie-Perth,Kalgoorlie,Perth,QantasLink,Nov-23, 56, 53, 3, 37, 35, 16, 18,69.8,66.0,5.4
Karratha-Perth,Karratha,Perth,QantasLink,Nov-23, 139, 138, 1, 99, 85, 39, 53,71.7,61.6,0.7
Launceston-Melbourne,Launceston,Melbourne,QantasLink,Nov-23, 111, 107, 4, 74, 73, 33, 34,69.2,68.2,3.6
Launceston-Sydney,Launceston,Sydney,QantasLink,Nov-23, 30, 29, 1, 20, 20, 9, 9,69.0,69.0,3.3
Mackay-Brisbane,Mackay,Brisbane,QantasLink,Nov-23, 130, 129, 1, 76, 64, 53, 65,58.9,49.6,0.8
Melbourne-Adelaide,Melbourne,Adelaide,QantasLink,Nov-23, 13, 12, 1, 5, 7, 7, 5,41.7,58.3,7.7
Melbourne-Canberra,Melbourne,Canberra,QantasLink,Nov-23, 250, 246, 4, 164, 155, 82, 91,66.7,63.0,1.6
Melbourne-Devonport,Melbourne,Devonport,QantasLink,Nov-23, 115, 115, 0, 71, 73, 44, 42,61.7,63.5,0.0
Melbourne-Hobart,Melbourne,Hobart,QantasLink,Nov-23, 56, 56, 0, 40, 36, 16, 20,71.4,64.3,0.0
Melbourne-Launceston,Melbourne,Launceston,QantasLink,Nov-23, 112, 108, 4, 63, 55, 45, 53,58.3,50.9,3.6
Melbourne-Mildura,Melbourne,Mildura,QantasLink,Nov-23, 108, 106, 2, 62, 52, 44, 54,58.5,49.1,1.9
Melbourne-Newcastle,Melbourne,Newcastle,QantasLink,Nov-23, 51, 48, 3, 31, 26, 17, 22,64.6,54.2,5.9
Mildura-Melbourne,Mildura,Melbourne,QantasLink,Nov-23, 108, 106, 2, 56, 64, 50, 42,52.8,60.4,1.9
Newcastle-Brisbane,Newcastle,Brisbane,QantasLink,Nov-23, 112, 101, 11, 76, 75, 25, 26,75.2,74.3,9.8
Newcastle-Melbourne,Newcastle,Melbourne,QantasLink,Nov-23, 52, 50, 2, 33, 27, 17, 23,66.0,54.0,3.8
Newman-Perth,Newman,Perth,QantasLink,Nov-23, 103, 101, 2, 76, 68, 25, 33,75.2,67.3,1.9
Perth-Broome,Perth,Broome,QantasLink,Nov-23, 83, 80, 3, 58, 64, 22, 16,72.5,80.0,3.6
Perth-Darwin,Perth,Darwin,QantasLink,Nov-23, 30, 29, 1, 25, 24, 4, 5,86.2,82.8,3.3
Perth-Kalgoorlie,Perth,Kalgoorlie,QantasLink,Nov-23, 56, 54, 2, 37, 33, 17, 21,68.5,61.1,3.6
Perth-Karratha,Perth,Karratha,QantasLink,Nov-23, 140, 139, 1, 106, 96, 33, 43,76.3,69.1,0.7
Perth-Newman,Perth,Newman,QantasLink,Nov-23, 103, 101, 2, 84, 80, 17, 21,83.2,79.2,1.9
Perth-Port Hedland,Perth,Port Hedland,QantasLink,Nov-23, 142, 141, 1, 106, 100, 35, 41,75.2,70.9,0.7
Port Hedland-Perth,Port Hedland,Perth,QantasLink,Nov-23, 142, 140, 2, 95, 81, 45, 59,67.9,57.9,1.4
Port Lincoln-Adelaide,Port Lincoln,Adelaide,QantasLink,Nov-23, 124, 120, 4, 117, 115, 3, 5,97.5,95.8,3.2
Port Macquarie-Sydney,Port Macquarie,Sydney,QantasLink,Nov-23, 112, 110, 2, 85, 80, 25, 30,77.3,72.7,1.8
Proserpine-Brisbane,Proserpine,Brisbane,QantasLink,Nov-23, 21, 20, 1, 15, 15, 5, 5,75.0,75.0,4.8
Rockhampton-Brisbane,Rockhampton,Brisbane,QantasLink,Nov-23, 194, 181, 13, 132, 126, 49, 55,72.9,69.6,6.7
Sydney-Albury,Sydney,Albury,QantasLink,Nov-23, 104, 102, 2, 53, 59, 49, 43,52.0,57.8,1.9
Sydney-Ballina,Sydney,Ballina,QantasLink,Nov-23, 54, 52, 2, 28, 30, 24, 22,53.8,57.7,3.7
Sydney-Canberra,Sydney,Canberra,QantasLink,Nov-23, 403, 392, 11, 253, 251, 139, 141,64.5,64.0,2.7
Sydney-Coffs Harbour,Sydney,Coffs Harbour,QantasLink,Nov-23, 108, 106, 2, 65, 60, 41, 46,61.3,56.6,1.9
Sydney-Dubbo,Sydney,Dubbo,QantasLink,Nov-23, 112, 110, 2, 64, 69, 46, 41,58.2,62.7,1.8
Sydney-Hobart,Sydney,Hobart,QantasLink,Nov-23, 74, 72, 2, 43, 44, 29, 28,59.7,61.1,2.7
Sydney-Launceston,Sydney,Launceston,QantasLink,Nov-23, 30, 29, 1, 19, 15, 10, 14,65.5,51.7,3.3
Sydney-Port Macquarie,Sydney,Port Macquarie,QantasLink,Nov-23, 112, 110, 2, 73, 81, 37, 29,66.4,73.6,1.8
Sydney-Wagga Wagga,Sydney,Wagga Wagga,QantasLink,Nov-23, 104, 100, 4, 61, 63, 39, 37,61.0,63.0,3.8
Townsville-Brisbane,Townsville,Brisbane,QantasLink,Nov-23, 86, 84, 2, 50, 47, 34, 37,59.5,56.0,2.3
Townsville-Cairns,Townsville,Cairns,QantasLink,Nov-23, 142, 130, 12, 108, 108, 22, 22,83.1,83.1,8.5
Wagga Wagga-Sydney,Wagga Wagga,Sydney,QantasLink,Nov-23, 104, 99, 5, 68, 73, 31, 26,68.7,73.7,4.8
All Ports-All Ports,All Ports,All Ports,QantasLink,Nov-23,12 148,11 753, 395,8 315,8 087,3 438,3 666,70.7,68.8,3.3
Adelaide-Melbourne,Adelaide,Melbourne,Rex Airlines,Nov-23, 56, 56, 0, 43, 39, 13, 17,76.8,69.6,0.0
Adelaide-Port Lincoln,Adelaide,Port Lincoln,Rex Airlines,Nov-23, 150, 150, 0, 143, 140, 7, 10,95.3,93.3,0.0
Albury-Sydney,Albury,Sydney,Rex Airlines,Nov-23, 82, 82, 0, 68, 63, 14, 19,82.9,76.8,0.0
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,Nov-23, 56, 56, 0, 32, 37, 24, 19,57.1,66.1,0.0
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,Nov-23, 146, 146, 0, 105, 102, 41, 44,71.9,69.9,0.0
Cairns-Townsville,Cairns,Townsville,Rex Airlines,Nov-23, 13, 13, 0, 12, 12, 1, 1,92.3,92.3,0.0
Canberra-Melbourne,Canberra,Melbourne,Rex Airlines,Nov-23, 30, 30, 0, 23, 19, 7, 11,76.7,63.3,0.0
Coffs Harbour-Sydney,Coffs Harbour,Sydney,Rex Airlines,Nov-23, 82, 82, 0, 44, 38, 38, 44,53.7,46.3,0.0
Devonport-Melbourne,Devonport,Melbourne,Rex Airlines,Nov-23, 44, 42, 2, 32, 26, 10, 16,76.2,61.9,4.5
Dubbo-Sydney,Dubbo,Sydney,Rex Airlines,Nov-23, 117, 117, 0, 63, 53, 54, 64,53.8,45.3,0.0
Gold Coast-Melbourne,Gold Coast,Melbourne,Rex Airlines,Nov-23, 30, 30, 0, 18, 16, 12, 14,60.0,53.3,0.0
Gold Coast-Sydney,Gold Coast,Sydney,Rex Airlines,Nov-23, 30, 30, 0, 18, 20, 12, 10,60.0,66.7,0.0
Melbourne-Adelaide,Melbourne,Adelaide,Rex Airlines,Nov-23, 56, 56, 0, 39, 36, 17, 20,69.6,64.3,0.0
Melbourne-Brisbane,Melbourne,Brisbane,Rex Airlines,Nov-23, 56, 56, 0, 38, 34, 18, 22,67.9,60.7,0.0
Melbourne-Canberra,Melbourne,Canberra,Rex Airlines,Nov-23, 30, 30, 0, 25, 22, 5, 8,83.3,73.3,0.0
Melbourne-Devonport,Melbourne,Devonport,Rex Airlines,Nov-23, 45, 43, 2, 30, 33, 13, 10,69.8,76.7,4.4
Melbourne-Gold Coast,Melbourne,Gold Coast,Rex Airlines,Nov-23, 30, 30, 0, 27, 24, 3, 6,90.0,80.0,0.0
Melbourne-Mildura,Melbourne,Mildura,Rex Airlines,Nov-23, 96, 94, 2, 59, 55, 35, 39,62.8,58.5,2.1
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,Nov-23, 202, 200, 2, 161, 150, 39, 50,80.5,75.0,1.0
Mildura-Melbourne,Mildura,Melbourne,Rex Airlines,Nov-23, 96, 93, 3, 52, 47, 41, 46,55.9,50.5,3.1
Port Lincoln-Adelaide,Port Lincoln,Adelaide,Rex Airlines,Nov-23, 149, 149, 0, 139, 135, 10, 14,93.3,90.6,0.0
Port Macquarie-Sydney,Port Macquarie,Sydney,Rex Airlines,Nov-23, 78, 77, 1, 49, 45, 28, 32,63.6,58.4,1.3
Sydney-Albury,Sydney,Albury,Rex Airlines,Nov-23, 82, 82, 0, 70, 63, 12, 19,85.4,76.8,0.0
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,Nov-23, 147, 147, 0, 107, 98, 40, 49,72.8,66.7,0.0
Sydney-Coffs Harbour,Sydney,Coffs Harbour,Rex Airlines,Nov-23, 80, 80, 0, 46, 50, 34, 30,57.5,62.5,0.0
Sydney-Dubbo,Sydney,Dubbo,Rex Airlines,Nov-23, 122, 122, 0, 77, 78, 45, 44,63.1,63.9,0.0
Sydney-Gold Coast,Sydney,Gold Coast,Rex Airlines,Nov-23, 29, 29, 0, 22, 21, 7, 8,75.9,72.4,0.0
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,Nov-23, 202, 201, 1, 143, 135, 58, 66,71.1,67.2,0.5
Sydney-Port Macquarie,Sydney,Port Macquarie,Rex Airlines,Nov-23, 80, 79, 1, 50, 48, 29, 31,63.3,60.8,1.3
Sydney-Wagga Wagga,Sydney,Wagga Wagga,Rex Airlines,Nov-23, 90, 89, 1, 67, 69, 22, 20,75.3,77.5,1.1
Townsville-Cairns,Townsville,Cairns,Rex Airlines,Nov-23, 13, 13, 0, 11, 11, 2, 2,84.6,84.6,0.0
Wagga Wagga-Sydney,Wagga Wagga,Sydney,Rex Airlines,Nov-23, 90, 89, 1, 71, 59, 18, 30,79.8,66.3,1.1
Sydney-Adelaide,Sydney,Adelaide,Rex Airlines,Nov-23, 30, 30, 0, 13, 14, 17, 16,43.3,46.7,0.0
Adelaide-Sydney,Adelaide,Sydney,Rex Airlines,Nov-23, 30, 30, 0, 13, 12, 17, 18,43.3,40.0,0.0
Melbourne-Hobart,Melbourne,Hobart,Rex Airlines,Nov-23, 30, 30, 0, 24, 24, 6, 6,80.0,80.0,0.0
Hobart-Melbourne,Hobart,Melbourne,Rex Airlines,Nov-23, 29, 29, 0, 18, 15, 11, 14,62.1,51.7,0.0
All Ports-All Ports,All Ports,All Ports,Rex Airlines,Nov-23,5 765,5 711, 54,4 231,4 024,1 480,1 687,74.1,70.5,0.9
Adelaide-Alice Springs,Adelaide,Alice Springs,Virgin Australia,Nov-23, 13, 13, 0, 7, 6, 6, 7,53.8,46.2,0.0
Adelaide-Brisbane,Adelaide,Brisbane,Virgin Australia,Nov-23, 138, 128, 10, 96, 98, 32, 30,75.0,76.6,7.2
Adelaide-Canberra,Adelaide,Canberra,Virgin Australia,Nov-23, 17, 13, 4, 9, 8, 4, 5,69.2,61.5,23.5
Adelaide-Gold Coast,Adelaide,Gold Coast,Virgin Australia,Nov-23, 30, 30, 0, 25, 25, 5, 5,83.3,83.3,0.0
Adelaide-Melbourne,Adelaide,Melbourne,Virgin Australia,Nov-23, 268, 260, 8, 121, 127, 139, 133,46.5,48.8,3.0
Adelaide-Perth,Adelaide,Perth,Virgin Australia,Nov-23, 39, 38, 1, 13, 21, 25, 17,34.2,55.3,2.6
Adelaide-Sydney,Adelaide,Sydney,Virgin Australia,Nov-23, 176, 153, 23, 86, 90, 67, 63,56.2,58.8,13.1
Alice Springs-Adelaide,Alice Springs,Adelaide,Virgin Australia,Nov-23, 13, 13, 0, 2, 3, 11, 10,15.4,23.1,0.0
Ballina-Sydney,Ballina,Sydney,Virgin Australia,Nov-23, 51, 48, 3, 28, 31, 20, 17,58.3,64.6,5.9
Brisbane-Adelaide,Brisbane,Adelaide,Virgin Australia,Nov-23, 138, 131, 7, 93, 93, 38, 38,71.0,71.0,5.1
Brisbane-Cairns,Brisbane,Cairns,Virgin Australia,Nov-23, 142, 141, 1, 76, 56, 65, 85,53.9,39.7,0.7
